Wkr-Nr.;Land;Wahlkreisname;Wahlberechtigte (A);Wahlberechtigte ohne Sperrvermerk (A1);Wahlberechtigte mit Sperrvermerk (A2);Wahlberechtigte nach § 25 Abs 2 BWO (A3);Wählende (B);Wählende mit Wahlschein (B1);Ungültige;Ungültig;Gültige;Gültig;CDU;CDU;SPD;SPD;AfD;AfD;FDP;FDP;DIE LINKE;DIE LINKE;GRÜNE;GRÜNE;CSU;CSU;FREIE WÄHLER;FREIE WÄHLER;Die PARTEI;Die PARTEI;Tierschutzpartei;Tierschutzpartei;HEIMAT;HEIMAT;PIRATEN;PIRATEN;ÖDP;ÖDP;V-Partei³;V-Partei³;DiB;DiB;BP;BP;Tierschutzallianz;Tierschutzallianz;MLPD;MLPD;Verjüngungsforschung;Verjüngungsforschung;MENSCHLICHE WELT;MENSCHLICHE WELT;DKP;DKP;Die Grauen;Die Grauen;BüSo;BüSo;Die Humanisten;Die Humanisten;Gartenpartei;Gartenpartei;du;du;SGP;SGP;dieBasis;dieBasis;Bündnis C;Bündnis C;BÜRGERBEWEGUNG;BÜRGERBEWEGUNG;III Weg;III Weg;Bündnis21;Bündnis21;LIEBE;LIEBE;LKR;LKR;PdF;PdF;LfK;LfK;SSW;SSW;Team Todenhöfer;Team Todenhöfer;UNABHÄNGIGE;UNABHÄNGIGE;Volt;Volt;Volksabstimmung;B*;sonstige;FAMILIE;Graue Panther;KlimalisteBW;THP;WGr/EB
;;;;;;;;;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Zweitstimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen;Erststimmen
126;NW;Coesfeld – Steinfurt II;194695;111210;83477;8;161064;80042;1118;882;159946;160182;65402;55230;40145;42647;7241;7339;12409;17927;4242;4093;27069;25506;0;0;1858;998;0;1348;0;1595;0;121;0;580;0;101;0;79;0;0;0;0;0;0;0;8;0;179;0;0;0;18;0;0;0;0;0;83;0;0;0;45;;5;1580;1184;0;51;0;0;0;0;0;0;0;152;0;30;;42;;151;0;0;0;262;0;0;0;408;0;0;0;0;0;0;0;0
127;NW;Steinfurt III;195513;134462;61051;0;155635;58661;1292;1103;154343;154532;52445;42528;48068;50555;8785;9253;11394;16113;4611;4723;23978;23996;0;0;986;813;2062;1446;0;1504;0;116;0;482;0;97;0;73;0;0;0;0;0;0;0;29;0;128;0;0;0;18;0;0;0;0;0;94;0;0;0;34;;15;1281;1241;0;69;0;0;0;0;0;0;0;166;0;27;;39;;112;0;0;0;460;0;0;0;401;0;0;0;0;0;0;0;733
128;NW;Münster;233953;124512;109441;0;196276;105761;981;820;195295;195456;51096;43790;47047;45844;5234;5603;13038;20786;7078;9746;63160;60036;0;0;966;691;2283;1684;0;1326;0;45;0;479;897;422;0;150;0;0;0;0;0;0;0;12;0;116;0;0;179;75;0;0;0;0;0;205;0;0;0;93;;22;1582;1409;0;42;0;0;0;0;0;0;0;138;0;25;;52;;79;0;0;0;774;0;0;2505;1812;0;0;0;0;0;0;0;230
129;NW;Warendorf;208754;127556;81198;0;165808;77610;1443;1186;164365;164622;59631;51722;50685;47648;10211;10533;12768;18193;4074;4525;21245;23309;0;0;0;1014;2772;1553;0;1729;0;128;0;535;497;200;0;84;0;0;0;0;0;0;0;13;0;179;0;0;0;31;0;0;0;0;0;108;0;0;0;62;;13;1773;1518;0;113;0;0;0;0;0;0;0;207;0;33;;54;;132;0;0;0;635;0;0;0;351;0;0;0;0;0;0;0;709
130;NW;Gütersloh I;234177;141959;92218;0;179726;88044;1604;1378;178122;178348;71185;52421;45878;47371;12812;13299;13507;21211;4284;5173;22851;28308;0;0;2083;1441;3149;1851;0;1896;0;135;0;613;0;147;0;113;0;0;0;0;0;0;0;21;0;219;0;0;0;33;0;0;0;0;0;97;0;0;0;78;;8;2067;2010;0;272;0;0;0;0;0;0;0;263;0;33;;50;;157;0;0;0;750;0;0;0;378;0;0;0;0;0;0;0;306
131;NW;Bielefeld – Gütersloh II;243059;142845;100214;0;185345;96429;1481;1182;183864;184163;40928;37355;55234;50009;12294;12448;17793;20658;9905;11462;40015;40161;0;0;0;697;3966;2324;0;1872;0;120;0;683;0;197;0;117;0;0;0;0;0;0;153;88;0;219;0;0;0;64;0;0;0;0;0;156;0;0;0;105;;25;2655;2274;0;336;0;0;0;0;0;0;0;187;0;32;;77;;186;0;0;0;1591;0;0;921;720;0;0;0;0;0;0;0;0
132;NW;Herford – Minden-Lübbecke II;226894;136198;90696;0;170464;86274;1646;1408;168818;169056;45138;39769;61554;53359;15855;16144;14021;19884;5332;6038;18090;22732;0;0;1967;1352;3440;2003;0;2181;0;144;0;565;0;72;0;104;0;0;0;0;0;0;0;37;0;149;0;0;0;33;0;0;0;0;0;117;0;0;0;80;;15;2187;2226;0;501;0;0;0;0;0;0;0;212;0;37;;53;;185;0;0;0;760;0;0;0;304;0;0;0;0;0;0;0;1234
133;NW;Minden-Lübbecke I;201888;127171;74717;0;152935;71165;1419;1363;151516;151572;39679;35814;58168;49351;13445;13892;12494;17486;3940;4857;15886;19762;0;0;2098;1378;2648;1743;0;1838;0;132;0;542;0;102;0;73;0;0;0;0;0;0;0;23;0;171;0;0;0;24;0;0;0;0;0;132;0;0;0;93;;13;1974;2050;1184;1050;0;0;0;0;0;0;0;187;0;30;;45;;164;0;0;0;394;0;0;0;226;0;0;0;0;0;0;0;0
134;NW;Lippe I;224415;139050;85365;0;172402;81367;1897;1531;170505;170871;44650;39001;52359;53130;16221;16789;16648;20221;5283;6414;26932;23276;0;0;2171;1348;3070;1781;0;2216;0;170;0;637;0;154;0;96;0;0;0;0;0;0;0;25;0;190;0;0;0;23;0;0;0;0;0;136;0;0;0;90;;14;2936;2559;0;1244;0;0;0;0;0;0;0;231;235;85;;59;;173;0;0;0;520;0;0;0;289;0;0;0;0;0;0;0;0
135;NW;Höxter – Gütersloh III – Lippe II;172435;113730;58705;0;134346;56089;1416;1258;132930;133088;53294;43265;37210;36253;11244;11533;9462;15488;3345;3762;12685;14717;0;0;1529;1024;2429;1367;0;1553;0;121;0;566;0;186;0;74;0;0;0;0;0;0;0;10;0;172;0;0;0;8;0;0;0;0;0;91;0;0;0;48;;6;1732;1636;0;300;0;0;0;0;0;0;0;190;0;34;;40;;126;0;0;0;335;0;0;0;183;0;0;0;0;0;0;0;0
136;NW;Paderborn;231534;138916;92618;0;178377;88933;1540;1395;176837;176982;84669;58419;33513;39089;13152;14360;9845;21877;5532;5858;22926;26981;0;0;1443;1137;3459;1925;0;1863;0;135;0;600;0;134;0;108;0;0;0;0;0;0;0;28;0;191;0;0;0;26;0;0;0;0;0;148;0;0;0;79;;22;2298;2195;0;310;0;0;0;0;0;0;0;220;0;37;;62;;160;0;0;0;523;0;0;0;495;0;0;0;0;0;0;0;0
137;NW;Hagen – Ennepe-Ruhr-Kreis I;201594;132524;69070;0;144751;65778;1651;1142;143100;143609;37718;34210;47581;47400;14419;13760;13531;16179;4552;4857;17954;17237;0;0;2122;1031;2830;1591;0;2392;0;161;0;573;0;99;0;91;0;0;0;0;0;0;185;76;0;194;0;0;0;45;0;0;0;0;0;110;0;0;0;57;;9;1399;1200;0;169;0;0;0;0;0;0;0;235;0;32;;56;;162;0;0;0;1448;0;0;0;235;0;0;0;0;0;0;0;809
138;NW;Ennepe-Ruhr-Kreis II;175283;102735;72548;0;136706;69763;1252;1006;135454;135700;33357;29855;47993;45664;9731;9654;11530;14432;3715;5029;21734;21941;0;0;1466;843;2558;1623;0;2085;0;129;1434;804;0;143;0;83;0;0;0;0;0;0;186;105;0;186;0;0;0;48;0;0;0;0;0;96;0;0;0;65;;11;1750;1485;0;104;0;0;0;0;0;0;0;180;0;20;;37;;140;0;0;0;660;0;0;0;278;0;0;0;0;0;0;0;0
139;NW;Bochum I;202393;117468;84925;0;154691;81873;2624;1103;152067;153588;32962;29811;58235;50162;0;10232;13657;14583;9361;8225;28288;30795;0;0;0;636;4700;1914;0;2079;0;205;0;531;0;135;0;121;0;0;0;0;0;0;530;100;0;195;0;0;0;59;0;0;0;0;488;189;0;0;0;82;;12;3846;1222;0;90;0;0;0;0;0;0;0;177;0;46;;39;;126;0;0;0;1303;0;0;0;519;0;0;0;0;0;0;0;0
140;NW;Herne – Bochum II;173939;117576;56363;0;123045;53826;1535;1204;121510;121841;24027;23164;52792;46578;11863;11882;8455;10623;4667;5029;14262;15383;0;0;1423;818;2550;1467;0;2357;0;168;0;582;0;76;0;110;0;0;0;0;0;0;220;124;0;169;0;0;0;34;0;0;0;0;0;109;0;0;0;67;;11;1251;927;0;68;0;0;0;0;0;0;0;226;0;46;;49;;106;0;0;0;1395;0;0;0;273;0;0;0;0;0;0;0;0
141;NW;Dortmund I;206727;123461;83266;0;155814;79982;1098;940;154716;154874;30051;27797;51037;50117;10577;10746;10416;14550;5908;7566;26308;31867;0;0;935;758;13361;3451;3097;2661;0;254;0;680;0;111;0;97;0;0;0;0;0;0;151;84;0;180;0;0;113;74;0;0;0;0;0;144;0;0;0;76;;36;1226;1206;0;57;0;0;0;0;0;0;0;174;0;40;;38;;108;0;0;0;1445;0;0;660;557;0;0;0;0;0;0;0;876
142;NW;Dortmund II;199317;126335;72982;0;143855;70050;1298;1065;142557;142790;28897;27650;55695;51080;11816;11290;10270;13629;5823;6361;21028;21714;0;0;1318;839;3446;2426;3589;2943;0;194;0;626;0;79;0;65;0;0;0;0;0;0;139;60;0;191;0;0;111;68;0;0;0;0;0;85;0;0;0;78;;21;0;1079;0;65;0;0;0;0;0;0;0;168;0;25;;37;;147;0;0;0;1516;0;0;425;354;0;0;0;0;0;0;0;0
143;NW;Unna I;194493;125842;68647;4;148083;65653;1322;1147;146761;146936;36810;31995;59869;53490;11736;11428;9137;15286;4731;5154;20340;20022;0;0;1967;1088;0;1740;0;2562;0;144;0;534;0;72;0;102;0;0;0;0;0;0;185;64;0;193;0;0;0;24;0;0;0;0;0;107;0;0;0;76;;11;1451;1151;0;89;0;0;0;0;0;0;0;211;0;19;;45;;175;0;0;0;823;0;0;0;331;0;0;0;0;0;0;0;535
144;NW;Hamm – Unna II;231226;152773;78453;0;168760;74789;1708;1332;167052;167428;44266;40444;67774;59227;15562;15497;12058;16764;6285;5694;16958;19149;0;0;2610;1242;0;1574;0;2680;0;238;0;640;0;99;0;82;0;0;0;0;0;0;0;23;0;264;0;0;0;31;0;0;0;0;0;113;0;0;0;81;;12;1539;1164;0;110;0;0;0;0;0;0;0;267;0;38;;58;;159;0;0;0;1406;0;0;0;372;0;0;0;0;0;0;0;0
145;NW;Soest;231811;140113;91698;0;179003;87400;1554;1174;177449;177829;58791;51697;54614;51061;13992;14206;17826;21005;5548;5520;22154;24089;0;0;2017;1176;0;1724;0;2260;0;156;0;666;0;118;0;89;0;0;0;0;0;0;0;12;0;246;0;0;0;31;0;0;0;0;0;121;0;0;0;89;;13;2507;2038;0;159;0;0;0;0;0;0;0;251;0;34;;73;;173;0;0;0;495;0;0;0;327;0;0;0;0;0;0;0;0
146;NW;Hochsauerlandkreis;200496;115942;84554;0;156518;80462;1101;1024;155417;155494;62810;52017;50056;44640;10068;11532;10806;18712;2685;3989;12478;15473;0;0;2224;1583;2909;1983;0;1943;0;122;0;462;0;99;0;87;0;0;0;0;0;0;0;14;0;181;0;0;0;11;0;0;0;0;0;80;0;0;0;52;;8;1381;1346;0;69;0;0;0;0;0;0;0;186;0;28;;37;;128;0;0;0;380;0;0;0;332;0;0;0;0;0;0;0;0
147;NW;Siegen-Wittgenstein;207672;123964;83708;0;162162;79525;1336;1164;160826;160998;54042;42161;48897;50327;14424;14709;13586;18597;4900;5726;16624;17842;0;0;1868;1340;3385;2043;0;2099;0;166;0;485;0;358;0;103;0;0;0;0;0;0;0;24;0;182;0;0;0;47;0;0;0;0;0;156;0;0;0;68;;7;2215;2107;0;467;0;0;0;0;0;0;0;198;0;36;;51;;134;0;0;0;886;0;0;836;679;0;0;0;0;0;0;0;49
148;NW;Olpe – Märkischer Kreis I;203350;117543;85806;1;154830;81798;1446;1159;153384;153671;56879;50364;45366;42362;13104;13100;15944;19227;3935;4150;13645;15243;0;0;2269;1251;0;1213;0;1899;0;181;0;511;0;265;0;78;0;0;0;0;0;0;0;26;0;190;0;0;221;60;0;0;0;0;0;87;0;0;0;69;;12;2021;1676;0;326;0;0;0;0;0;0;0;211;0;27;;46;;128;0;0;0;691;0;0;0;278;0;0;0;0;0;0;0;0
149;NW;Märkischer Kreis II;195816;121628;74188;0;143689;70662;1229;1081;142460;142608;47937;40368;43346;42230;12933;13082;12749;17125;4668;4804;12866;14880;0;0;2004;1228;0;1300;4382;2994;0;185;0;540;0;85;0;75;0;0;0;0;0;0;0;52;0;245;0;0;0;32;0;0;0;0;0;111;0;0;0;68;;13;1575;1496;0;105;0;0;0;0;0;0;0;222;0;28;;46;;154;0;0;0;925;0;0;0;215;0;0;0;0;0;0;0;0
905;NW;Land;13040267;7986336;5053898;33;9960984;4828212;92465;72954;9868519;9888030;2973458;2566719;3068628;2880226;705020;717510;851337;1130154;317869;366947;1500696;1587067;0;0;97782;64990;170191;108504;11068;136195;0;8956;6629;36789;1394;8052;454;6628;0;0;0;0;0;0;5894;3476;0;11673;0;0;2285;2556;0;0;0;0;488;7685;0;0;0;4729;0;971;111606;99217;1405;10128;0;0;0;0;0;0;873;12967;1064;2298;0;3228;0;9189;0;0;0;65137;1020;0;24138;36039;1086;0;0;0;0;0;0;14134
150;SN;Nordsachsen;161279;126009;35270;0;119206;33574;1541;1449;117665;117757;26883;23000;22257;24732;32702;32066;10251;12476;9446;8868;5883;5462;0;0;4707;3346;2069;1333;0;2311;0;473;0;404;416;240;0;61;0;0;0;0;0;0;0;76;0;598;0;0;0;89;0;0;0;0;0;137;0;0;0;0;;0;1716;1363;0;88;0;0;0;268;0;0;0;0;0;0;;0;;0;0;0;0;196;0;0;0;170;0;0;0;0;0;0;0;1335
151;SN;Leipzig I;224100;157299;66801;0;167696;63305;1569;1277;166127;166419;34107;24953;33588;34748;26450;25891;13397;17660;25436;20884;19778;25848;0;0;3296;2645;4242;3021;0;3800;0;303;0;833;497;306;0;242;0;0;0;0;0;0;283;153;0;693;0;0;0;149;0;0;0;0;896;427;0;0;0;0;;0;2275;2204;0;160;0;0;0;183;0;0;0;0;0;0;;0;;0;0;0;0;656;0;0;0;660;0;0;0;0;0;0;0;1882
152;SN;Leipzig II;231178;154133;77045;0;180880;73548;1421;1043;179459;179837;29538;23561;29731;37634;20667;20213;13271;17439;40938;26472;32995;38264;0;0;2591;2188;4374;3307;0;3489;0;218;923;881;635;383;0;353;0;0;0;0;0;0;273;197;0;438;0;0;0;177;0;0;0;0;573;402;0;0;0;0;;0;2786;2564;0;192;0;0;0;159;0;0;0;0;0;0;;0;;0;0;0;0;589;0;0;0;717;0;0;0;0;0;0;0;164
153;SN;Leipzig-Land;212853;163763;49090;0;162283;46862;2042;1836;160241;160447;39066;32711;31989;34104;39348;38458;15698;18322;12672;12362;8056;9381;0;0;6081;3973;3187;1743;0;3099;0;461;0;496;480;278;0;116;0;0;0;0;0;0;0;87;0;897;0;0;0;115;0;0;0;0;0;175;0;0;0;0;;0;3145;2403;0;186;0;0;0;328;0;0;0;0;0;0;;0;;0;0;0;0;373;0;0;0;379;0;0;0;0;0;0;0;519
154;SN;Meißen;197004;144812;52192;0;149341;50120;1904;1747;147437;147594;32924;25912;22771;26045;45705;43940;13727;17212;10344;10725;7590;8872;0;0;7271;4312;3149;1754;0;2634;0;566;0;581;943;405;0;108;0;0;0;0;0;0;0;77;0;713;0;0;0;65;0;0;0;0;0;187;0;0;0;0;;0;2769;2341;0;188;0;0;0;296;0;0;0;0;244;0;;0;;0;0;0;0;321;0;0;0;340;0;0;0;0;0;0;0;0
155;SN;Bautzen I;206895;164338;42556;1;159233;40974;2098;2145;157135;157088;40929;29213;21006;26674;52492;50050;12634;17187;14134;12272;4090;6247;0;0;5341;4157;3398;2104;0;2951;0;601;0;542;0;251;0;71;0;0;0;0;0;0;0;69;0;957;0;0;0;96;0;0;0;0;0;171;0;0;0;0;;0;2644;2296;0;256;0;0;0;273;0;0;0;0;467;0;;0;;0;0;0;0;330;0;0;0;320;0;0;0;0;0;0;0;0
156;SN;Görlitz;204105;158828;45274;3;153057;43059;2234;2064;150823;150993;39299;27630;18928;25441;53970;49123;11222;15039;11835;11327;6182;7358;0;0;4588;3645;0;1428;0;3259;0;488;0;540;0;177;0;97;0;0;0;0;0;0;0;106;0;1045;0;0;0;92;0;0;0;0;0;185;0;0;0;0;;0;4115;2583;0;456;0;0;0;305;0;0;0;0;417;0;;0;;0;0;0;0;331;0;0;0;338;0;0;0;0;0;0;0;267
157;SN;Sächsische Schweiz-Osterzgebirge;199703;150215;49488;0;154159;47412;2120;2005;152039;152154;29176;26028;17505;23545;50203;48580;12920;17814;15215;11653;6830;8023;0;0;8450;5039;0;1276;0;2864;0;635;0;618;848;396;0;82;0;0;0;0;0;0;0;66;0;929;0;0;0;85;0;0;0;0;0;247;0;0;0;0;;0;3161;2945;0;223;0;0;0;283;0;0;0;0;0;0;;0;;0;0;0;0;373;0;0;0;450;0;0;0;0;0;0;0;7731
158;SN;Dresden I;228643;141553;87090;0;181120;84123;1577;1394;179543;179726;37811;27710;26271;34125;33780;32122;18588;21989;33872;18910;17137;27369;0;0;0;2967;3684;2568;0;3014;0;305;2011;1313;1164;760;0;177;0;0;0;0;0;0;227;130;0;815;0;0;0;106;0;0;0;0;763;495;0;0;0;0;;0;2527;2645;477;359;0;0;0;150;0;0;0;0;0;0;;0;;0;0;0;0;769;0;0;0;928;0;0;0;0;0;0;0;1231
159;SN;Dresden II – Bautzen II;234432;145779;88653;0;189409;85721;1649;1404;187760;188005;35014;26037;28700;30620;34979;36003;20711;22884;22160;20913;25527;31265;0;0;3309;3464;4292;3252;0;3271;0;307;2694;1709;1054;641;0;226;0;0;0;0;0;0;298;150;1366;1099;0;0;0;128;0;0;210;0;0;424;0;0;0;0;;0;3726;3661;0;256;0;0;0;188;0;0;0;0;0;0;;0;;0;0;0;0;607;0;0;0;900;0;0;0;0;0;0;0;3720
160;SN;Mittelsachsen;193828;148306;45522;0;147733;43803;2005;1741;145728;145992;34638;25603;25727;27000;48725;43821;14420;16897;12164;11687;5398;6822;0;0;0;3206;0;1366;0;2860;0;713;0;514;1259;549;0;120;0;0;0;0;0;0;0;86;0;774;0;0;0;116;0;0;0;0;0;246;0;0;0;0;;0;3397;2446;0;281;0;0;0;257;0;0;0;0;0;0;;0;;0;0;0;0;292;0;0;0;336;0;0;0;0;0;0;0;0
161;SN;Chemnitz;188691;129213;59478;0;140700;57088;1371;1121;139329;139579;25801;20713;34958;32616;30502;30089;13934;15781;15229;15008;9934;12680;0;0;0;1997;3997;2280;0;2620;0;252;0;440;679;359;622;320;0;0;0;0;0;0;0;90;0;609;0;0;0;133;0;0;0;0;0;296;0;0;0;0;;0;2492;2097;0;378;0;0;0;164;0;0;0;0;0;0;;0;;0;0;0;0;311;0;0;0;346;0;0;0;0;0;0;0;1181
162;SN;Chemnitzer Umland – Erzgebirgskreis II;177211;133308;43901;2;137423;42207;1664;1441;135759;135982;32111;24662;23181;27518;39264;37181;11872;15117;11330;11166;5617;6138;0;0;6642;4477;2724;1664;0;2527;0;542;0;362;805;381;0;139;0;0;0;0;0;0;0;52;0;581;0;0;0;88;0;0;0;0;0;171;0;0;0;0;;0;2213;1816;0;708;0;0;0;266;0;0;0;0;0;0;;0;;0;0;0;0;266;0;0;0;160;0;0;0;0;0;0;0;0
163;SN;Erzgebirgskreis I;210941;161990;48949;2;161756;46953;2261;2121;159495;159635;40550;31340;23650;28848;50571;48794;11914;16210;12787;12078;4001;5194;0;0;8210;5079;2422;1650;0;2966;0;914;0;397;0;256;520;166;0;0;0;0;0;0;0;58;0;673;0;0;0;102;0;0;0;0;0;150;0;0;0;0;;0;2313;1958;2069;1940;0;0;0;291;0;0;0;0;0;0;;0;;0;0;0;0;323;0;0;0;248;0;0;0;0;0;0;0;488
164;SN;Zwickau;197831;149627;48204;0;147142;46176;1854;1596;145288;145546;30798;27024;24094;30718;37135;36601;13991;15431;22583;13629;5988;7134;0;0;6105;4004;0;1483;0;3093;0;400;0;463;474;310;0;104;0;0;0;0;0;0;0;92;0;579;0;0;0;96;0;0;0;0;0;133;0;0;0;0;;0;3975;2720;0;679;0;0;0;418;0;0;0;0;0;0;;0;;0;0;0;0;244;0;0;0;191;0;0;0;0;0;0;0;145
165;SN;Vogtlandkreis;184973;139039;45934;0;137816;44174;2065;1673;135751;136143;37637;26782;26413;30436;36388;34112;11512;13708;12655;12058;6378;6263;0;0;0;2155;0;1676;0;3181;0;291;0;340;970;364;0;82;0;0;0;0;0;0;0;73;0;652;0;0;0;88;0;0;0;0;0;157;0;0;0;0;;0;2339;2048;0;779;0;0;515;459;0;0;0;0;667;0;;0;;0;0;0;0;248;0;0;0;191;0;0;0;0;0;0;0;277
914;SN;Land;3253667;2368212;885447;8;2488954;849099;29375;26057;2459579;2462897;546282;422879;410769;474804;632881;607044;220062;271166;282800;230012;171384;212320;0;0;66591;56654;37538;31905;0;47939;0;7469;5628;10433;10224;6056;1142;2464;0;0;0;0;0;0;1081;1562;1366;12052;0;0;0;1725;0;0;210;0;2232;4003;0;0;0;0;0;0;45593;38090;2546;7129;0;0;515;4288;0;0;0;0;1795;0;0;0;0;0;0;0;0;6229;0;0;0;6674;0;0;0;0;0;0;0;18940
166;HE;Waldeck;184073;112972;71101;0;138130;67270;2140;2087;135990;136043;35734;30392;51613;49064;12536;12899;12062;15288;4208;4441;13581;14775;0;0;3763;2791;0;964;0;1946;0;159;0;452;0;106;0;83;0;0;0;0;0;0;0;40;0;218;0;0;0;27;0;0;0;0;0;87;0;0;0;0;;0;1626;1528;0;114;0;0;0;0;0;41;0;0;0;31;;0;;0;0;0;0;374;0;0;0;223;0;0;0;0;0;0;0;867
167;HE;Kassel;218474;133308;85166;0;162809;81993;2213;1980;160596;160829;32765;28183;57919;51812;11348;12141;12966;16448;9357;10518;27744;30348;0;0;2563;1824;2876;1673;0;2346;0;143;0;694;0;175;0;156;0;0;0;0;0;0;244;133;0;215;0;0;0;89;0;0;0;0;0;180;0;0;0;0;;0;2012;1854;299;217;0;0;0;0;0;48;0;0;0;31;;0;;0;0;0;0;1159;0;0;0;442;0;0;0;0;0;0;0;503
168;HE;Werra-Meißner – Hersfeld-Rotenburg;171886;105405;66481;0;130905;63652;1865;1879;129040;129026;34527;27867;56383;48579;14204;14899;7135;12807;3890;4524;8032;11595;0;0;3160;2734;0;988;0;1776;0;201;0;343;0;121;0;71;0;0;0;0;0;0;0;35;0;210;0;0;0;24;0;0;0;0;0;81;0;0;0;0;;0;1430;1344;0;204;0;0;0;0;172;90;0;0;0;22;;0;;0;0;0;0;198;0;0;0;313;0;0;0;0;0;0;0;107
169;HE;Schwalm-Eder;185944;113675;72269;0;141494;68604;2240;2323;139254;139171;33443;29913;54792;50100;14380;15047;12234;15422;3761;4411;12360;14089;0;0;4112;3440;2024;1209;0;1996;0;244;0;504;0;126;0;73;0;0;0;0;0;0;0;15;0;251;0;0;0;43;0;0;0;0;0;92;0;0;0;0;;0;1451;1396;262;233;0;0;0;0;0;48;0;0;0;34;;0;;0;0;0;0;270;0;0;0;215;0;0;0;0;0;0;0;435
170;HE;Marburg;181588;114635;66953;0;141581;64491;1503;1312;140078;140269;36528;31042;51630;42098;12591;12558;9334;14789;6588;8089;18709;22347;0;0;2178;1767;0;1178;0;1863;0;176;0;453;0;291;0;115;0;0;0;0;0;0;0;23;0;177;0;0;0;61;0;0;0;0;0;133;0;0;0;0;;0;2146;1828;0;275;0;0;0;0;0;43;0;0;0;32;;0;;0;0;0;0;497;0;0;0;434;0;0;0;0;0;0;0;374
171;HE;Lahn-Dill;206532;131370;75162;0;153384;72107;2339;1984;151045;151400;45441;37725;49923;44546;15816;17513;12060;17327;4756;5102;13754;16957;0;0;4579;3051;2417;1636;0;2240;0;382;0;449;0;238;0;118;0;0;0;0;0;0;0;17;0;239;0;0;0;74;0;0;0;0;0;119;0;0;0;0;;0;2040;1946;0;524;0;0;0;0;0;39;0;0;0;39;;0;;0;0;0;0;720;0;0;0;399;0;0;0;0;0;0;0;259
172;HE;Gießen;217514;133268;84246;0;161919;78728;2144;2217;159775;159702;47283;36201;48514;44046;14496;14836;12109;17106;6339;8028;21249;26109;0;0;4595;3697;3003;1818;0;2301;0;235;0;555;0;251;0;177;0;0;0;0;0;0;0;34;0;216;0;0;233;117;0;0;0;0;0;211;0;0;0;0;;0;1954;1892;0;251;0;0;0;0;0;50;0;0;0;41;;0;;0;0;0;0;632;0;0;0;898;0;0;0;0;0;0;0;0
173;HE;Fulda;208542;125925;82617;0;163560;79403;1895;1856;161665;161704;61573;50312;35168;36343;24508;21443;13894;20528;4648;4447;13833;16324;0;0;4442;3136;0;1326;0;2007;0;239;0;442;0;189;0;151;0;0;0;0;0;0;0;20;0;231;0;0;0;28;0;0;0;0;0;130;0;0;0;0;;0;2619;2458;460;468;0;0;0;0;0;71;0;0;0;51;;0;;0;0;0;0;399;0;0;0;961;0;0;0;0;0;0;0;520
174;HE;Main-Kinzig – Wetterau II – Schotten;178307;104915;73392;0;137070;70129;2186;2033;134884;135037;37118;32685;41160;36943;17586;17079;15098;17046;4078;4308;12691;15009;0;0;4939;3435;0;1255;0;2579;0;497;0;584;0;137;0;116;0;0;0;0;0;0;0;25;0;263;0;0;0;37;0;0;0;0;0;124;0;0;0;0;;0;2214;1873;0;146;0;0;0;0;0;60;0;0;0;28;;0;;0;0;0;0;356;0;0;0;452;0;0;0;0;0;0;0;0
175;HE;Hochtaunus;179842;97798;82044;0;144012;78840;1556;1330;142456;142682;44549;37331;38424;35171;10709;11156;16132;21996;3772;4441;21769;22486;0;0;3369;2246;0;1053;0;2026;0;155;1385;739;0;127;0;128;0;0;0;0;0;0;0;12;0;200;0;0;0;32;0;0;0;0;0;148;0;0;0;0;;0;2347;1880;0;113;0;0;0;0;0;68;0;0;0;47;;0;;0;0;0;0;533;0;0;0;594;0;0;0;0;0;0;0;0
